;D37 4H vs 1H;;;D37 6H vs 1H;;;D37 8H vs 1H;;;D37 16H vs 1H;;;D37 24H vs 1H;;;W37 4H vs 1H;;;W37 6H vs 1H;;;W37 8H vs 1H;;;W37 16H vs 1H;;;W37 24H vs 1H;
Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj
DRO_B0049;-0.254506112;0.311896559;DRO_B0049;-0.132702293;0.601432271;DRO_B0049;-0.198001795;0.464236598;DRO_B0049;0.462256215;0.07700481;DRO_B0049;0.569936205;0.005743961;DRO_B0049;-0.16518476;0.497329926;DRO_B0049;0.660364783;0.008388936;DRO_B0049;0.790877908;5.28E-05;DRO_B0049;1.042536425;1.96E-06;DRO_B0049;0.812611903;7.27E-06
DRO_B0050;-0.562927054;0.104838848;DRO_B0050;-0.76797685;0.046004903;DRO_B0050;-0.422091125;0.29335625;DRO_B0050;-0.166785298;0.709703641;DRO_B0050;0.573657777;0.049192909;DRO_B0050;0.313728502;0.44577653;DRO_B0050;0.487040476;0.250149986;DRO_B0050;0.671879635;0.081077672;DRO_B0050;1.176892135;0.00053361;DRO_B0050;1.724768766;2.09E-09
DRO_B0051;-0.870274388;9.51E-09;DRO_B0051;-1.226402705;5.55E-15;DRO_B0051;-1.377814716;1.56E-14;DRO_B0051;-0.785537306;0.002495836;DRO_B0051;0.060800941;0.707451812;DRO_B0051;-0.498715621;0.000896853;DRO_B0051;-0.253695754;0.312620979;DRO_B0051;0.197312595;0.161388434;DRO_B0051;0.428052292;0.002952289;DRO_B0051;0.679060535;1.17E-08
DRO_B0052;-0.749929549;4.52E-12;DRO_B0052;-0.758483241;4.09E-13;DRO_B0052;-0.101890687;0.562979739;DRO_B0052;0.131416409;0.389547034;DRO_B0052;0.640492744;1.87E-08;DRO_B0052;-0.597722919;2.74E-09;DRO_B0052;-0.39614446;0.002632341;DRO_B0052;0.321253056;0.001721545;DRO_B0052;0.312303546;0.023372997;DRO_B0052;0.353224363;0.000580437
DRO_B0053;-0.210801022;0.455348786;DRO_B0053;-0.450110595;0.110655418;DRO_B0053;0.383534961;0.155391828;DRO_B0053;0.036107982;0.914382442;DRO_B0053;1.589362793;3.03E-15;DRO_B0053;-0.49831238;0.066284699;DRO_B0053;-0.57986614;0.05818253;DRO_B0053;-0.349610829;0.193547043;DRO_B0053;0.414246394;0.073084526;DRO_B0053;3.327248533;3.26E-91
DRO_B0054;-1.143892025;4.15E-12;DRO_B0054;-2.18880358;1.04E-34;DRO_B0054;-1.498385717;1.48E-16;DRO_B0054;-2.431603539;8.17E-23;DRO_B0054;0.025144695;0.874938426;DRO_B0054;-0.949468335;7.71E-11;DRO_B0054;-1.1940415;5.75E-11;DRO_B0054;-1.355011576;2.26E-17;DRO_B0054;-0.569202197;0.000216682;DRO_B0054;2.699448795;6.72E-89
DRO_B0055;-0.549920866;0.002726834;DRO_B0055;-0.678673737;7.90E-05;DRO_B0055;0.349846399;0.058596757;DRO_B0055;-0.525123191;0.011793562;DRO_B0055;1.967377151;1.31E-41;DRO_B0055;-0.557285248;0.000399005;DRO_B0055;-0.484780014;0.012678964;DRO_B0055;-0.350415805;0.026202739;DRO_B0055;1.108792192;3.77E-14;DRO_B0055;4.153067092;9.79E-193
DRO_B0056;0.814760926;1.99E-06;DRO_B0056;1.741445215;2.59E-25;DRO_B0056;1.181651636;2.16E-10;DRO_B0056;1.127019387;8.54E-06;DRO_B0056;0.862002199;1.07E-07;DRO_B0056;2.17224147;1.32E-47;DRO_B0056;2.131456844;7.20E-19;DRO_B0056;1.485295509;2.05E-27;DRO_B0056;1.449758558;1.47E-25;DRO_B0056;1.152270266;1.55E-20
DRO_B0057;-1.098595075;6.05E-07;DRO_B0057;-1.022702949;2.86E-07;DRO_B0057;-0.630929302;0.00381153;DRO_B0057;-1.004305958;0.000139405;DRO_B0057;-1.858995341;4.90E-18;DRO_B0057;-1.039618558;1.92E-05;DRO_B0057;-0.844362985;0.018649447;DRO_B0057;0.326338024;0.142748383;DRO_B0057;-0.448690391;0.053969207;DRO_B0057;-2.242439442;5.95E-14
DRO_B0058;0.445768716;0.310307353;DRO_B0058;-0.089085816;0.875505598;DRO_B0058;0.747739596;0.147225642;DRO_B0058;1.109728735;0.021930537;DRO_B0058;1.226546496;0.001202962;DRO_B0058;-0.373564099;0.425221507;DRO_B0058;-0.569580133;0.31189106;DRO_B0058;-0.221951423;0.651474088;DRO_B0058;1.6754722;1.20E-06;DRO_B0058;0.530098948;0.173495002
DRO_B0059;-0.647133038;0.034707228;DRO_B0059;-1.079446875;0.001753884;DRO_B0059;-0.086869557;0.79626619;DRO_B0059;0.428116643;0.189990059;DRO_B0059;0.978014697;0.000101135;DRO_B0059;0.066913604;0.863957842;DRO_B0059;-0.847440695;0.045577494;DRO_B0059;-0.353698174;0.342076456;DRO_B0059;0.054029595;0.876899273;DRO_B0059;1.036590975;7.83E-05
DRO_B0062;0.416320282;0.000545742;DRO_B0062;0.712176055;4.89E-11;DRO_B0062;1.021288372;9.78E-12;DRO_B0062;1.680572433;2.54E-27;DRO_B0062;1.251271844;1.07E-28;DRO_B0062;-0.667083502;3.80E-07;DRO_B0062;-0.837236756;5.37E-07;DRO_B0062;-0.896076007;2.45E-11;DRO_B0062;0.029792988;0.845269259;DRO_B0062;0.144405038;0.363297321
DRO_B0063;1.286919697;8.02E-09;DRO_B0063;0.936235529;3.80E-05;DRO_B0063;2.134147529;2.25E-26;DRO_B0063;3.276748969;4.96E-39;DRO_B0063;3.819827873;2.28E-72;DRO_B0063;-0.187427863;0.626366623;DRO_B0063;0.195214077;0.661011176;DRO_B0063;0.667622191;0.188905989;DRO_B0063;2.675363222;1.66E-07;DRO_B0063;2.80590697;8.58E-09
DRO_B0064;1.428671387;4.35E-20;DRO_B0064;1.543702215;1.71E-20;DRO_B0064;0.274950598;0.201412508;DRO_B0064;-0.527326081;0.042119049;DRO_B0064;-0.083221005;0.641622163;DRO_B0064;1.022058512;4.05E-11;DRO_B0064;0.621599524;0.000318163;DRO_B0064;0.169118508;0.360724754;DRO_B0064;-0.201482585;0.211021435;DRO_B0064;-1.207818611;5.77E-15
DRO_B0065;0.288240299;0.02997116;DRO_B0065;-0.023512448;0.88020571;DRO_B0065;0.043265341;0.795384073;DRO_B0065;0.105007708;0.547292023;DRO_B0065;1.271408773;1.70E-24;DRO_B0065;0.382183471;0.00633901;DRO_B0065;0.08593196;0.65341213;DRO_B0065;0.046481068;0.746274887;DRO_B0065;1.212959065;2.71E-22;DRO_B0065;1.283734155;2.63E-32
DRO_B0066;0.084567591;0.599747075;DRO_B0066;-9.14E-05;0.999461573;DRO_B0066;0.284478842;0.100908107;DRO_B0066;-0.496388575;0.022168393;DRO_B0066;0.737546276;5.95E-09;DRO_B0066;0.224201151;0.145159399;DRO_B0066;0.518530485;0.003161928;DRO_B0066;0.830906937;3.59E-10;DRO_B0066;0.920485;2.18E-10;DRO_B0066;1.850646614;1.98E-48
DRO_B0067;-0.173556022;0.542675879;DRO_B0067;-1.47725074;2.16E-06;DRO_B0067;-0.53372245;0.073327341;DRO_B0067;-0.459578385;0.22216386;DRO_B0067;1.120520596;6.95E-07;DRO_B0067;-0.701504791;0.008599904;DRO_B0067;-0.419785448;0.120551284;DRO_B0067;-0.901345393;0.000257564;DRO_B0067;0.037177824;0.870911934;DRO_B0067;1.803775509;6.62E-28
DRO_B0068;-0.288586136;0.017904605;DRO_B0068;-0.998617156;4.12E-22;DRO_B0068;-0.765563016;5.79E-09;DRO_B0068;-0.884907885;1.42E-09;DRO_B0068;-0.146941921;0.230354738;DRO_B0068;-0.369557458;0.000290769;DRO_B0068;-0.260354232;0.113935835;DRO_B0068;-0.275291579;0.006579048;DRO_B0068;-0.159758759;0.166501502;DRO_B0068;0.612522258;5.54E-11
DRO_B0072;-0.964122445;2.22E-13;DRO_B0072;-1.759497721;1.45E-41;DRO_B0072;-2.025292809;2.49E-54;DRO_B0072;-3.93580019;7.45E-110;DRO_B0072;-4.578940206;3.10E-259;DRO_B0072;-0.752514689;1.97E-10;DRO_B0072;-0.554720095;8.31E-05;DRO_B0072;-1.550774632;1.00E-42;DRO_B0072;-3.858819856;3.48E-177;DRO_B0072;-4.208993649;3.18E-287
DRO_B0073;-0.075328819;0.559652888;DRO_B0073;0.010677685;0.931209205;DRO_B0073;0.655574965;5.04E-08;DRO_B0073;2.14772825;6.55E-54;DRO_B0073;1.317392238;1.68E-32;DRO_B0073;0.196583123;0.092390868;DRO_B0073;0.080329347;0.648404993;DRO_B0073;0.517585099;1.88E-06;DRO_B0073;1.175761705;1.94E-22;DRO_B0073;0.780985992;3.07E-12
DRO_B0074;-0.511130133;7.23E-06;DRO_B0074;-0.525107394;1.00E-05;DRO_B0074;-0.122237933;0.394933067;DRO_B0074;0.234484377;0.116277265;DRO_B0074;-0.037923478;0.769651561;DRO_B0074;-0.185669668;0.152046216;DRO_B0074;-0.175278332;0.288572168;DRO_B0074;-0.034971299;0.787068702;DRO_B0074;0.264007304;0.118200538;DRO_B0074;-0.770075928;2.10E-09
DRO_B0075;-0.75024788;1.77E-08;DRO_B0075;-1.404280969;1.82E-33;DRO_B0075;-1.341905953;4.06E-27;DRO_B0075;-1.21752981;5.52E-18;DRO_B0075;-1.050567638;8.09E-22;DRO_B0075;-0.798845828;9.12E-12;DRO_B0075;-0.640887862;4.26E-07;DRO_B0075;-0.603516256;1.19E-08;DRO_B0075;-0.442515621;9.24E-05;DRO_B0075;-1.764157657;3.46E-82
DRO_B0076;-0.847106802;0.00045354;DRO_B0076;-0.873690787;2.82E-05;DRO_B0076;-1.28382276;1.28E-07;DRO_B0076;-1.007511426;3.72E-05;DRO_B0076;-1.112220211;2.95E-08;DRO_B0076;-1.08217308;5.57E-07;DRO_B0076;-0.641501935;0.007584607;DRO_B0076;-0.177707427;0.386790894;DRO_B0076;0.228357215;0.27616252;DRO_B0076;-1.386860831;1.24E-11
DRO_B0077;-1.433772813;7.30E-10;DRO_B0077;-3.302203675;1.48E-42;DRO_B0077;-2.316629623;2.08E-25;DRO_B0077;-1.863235884;2.82E-11;DRO_B0077;-1.386704537;7.25E-20;DRO_B0077;-2.836295468;4.46E-60;DRO_B0077;-2.906380319;1.96E-43;DRO_B0077;-2.798949064;1.41E-56;DRO_B0077;-2.991461101;5.72E-63;DRO_B0077;-2.508265206;1.34E-62
DRO_B0078;-1.471420697;0.002829146;DRO_B0078;-3.882680512;6.17E-105;DRO_B0078;-3.798603848;5.65E-110;DRO_B0078;-3.705908062;1.61E-85;DRO_B0078;-2.195027682;2.04E-70;DRO_B0078;-4.702476633;2.87E-203;DRO_B0078;-4.358784716;3.56E-121;DRO_B0078;-3.998891164;2.55E-155;DRO_B0078;-4.114536919;2.91E-171;DRO_B0078;-3.185471259;3.60E-160
DRO_B0079;-1.008707616;0.059711688;DRO_B0079;-3.712425541;6.58E-66;DRO_B0079;-3.0430202;3.45E-48;DRO_B0079;-3.127815703;9.23E-37;DRO_B0079;-1.636497071;1.81E-25;DRO_B0079;-4.094571752;7.93E-122;DRO_B0079;-4.091592404;2.82E-69;DRO_B0079;-3.535249952;3.39E-103;DRO_B0079;-4.183949596;1.09E-131;DRO_B0079;-2.51566148;2.89E-88
DRO_B0080;-1.754073626;0.000338618;DRO_B0080;-4.372487649;5.85E-188;DRO_B0080;-3.865365737;2.48E-113;DRO_B0080;-3.326612857;7.63E-50;DRO_B0080;-1.745022769;2.51E-40;DRO_B0080;-4.041542823;6.28E-212;DRO_B0080;-3.862296449;1.28E-136;DRO_B0080;-3.3240409;5.30E-166;DRO_B0080;-3.507902416;5.63E-156;DRO_B0080;-2.176865149;3.77E-98
DRO_B0081;-1.228021787;1.27E-07;DRO_B0081;-2.166316356;8.88E-51;DRO_B0081;-2.709769996;1.29E-78;DRO_B0081;-1.920598917;5.22E-25;DRO_B0081;-0.776017336;2.94E-10;DRO_B0081;-1.445095854;1.62E-29;DRO_B0081;-1.141797786;2.30E-15;DRO_B0081;-1.80757031;1.08E-44;DRO_B0081;-1.167971894;1.48E-21;DRO_B0081;-0.761790454;7.15E-14
DRO_B0082;-0.515193999;0.018159732;DRO_B0082;-0.96268989;4.67E-09;DRO_B0082;-1.142694043;8.35E-12;DRO_B0082;-0.692272602;0.002284848;DRO_B0082;-0.083420428;0.618944396;DRO_B0082;-0.624475001;1.07E-05;DRO_B0082;-0.181234091;0.449445587;DRO_B0082;-0.227269806;0.080699898;DRO_B0082;-0.11720103;0.410742499;DRO_B0082;-0.044542391;0.71485174
DRO_B0083;-0.266948728;0.057423631;DRO_B0083;0.101425909;0.513225177;DRO_B0083;0.112981518;0.448648238;DRO_B0083;-0.005923357;0.98478362;DRO_B0083;0.114194674;0.404208021;DRO_B0083;-0.799829134;4.23E-13;DRO_B0083;-0.296637625;0.030538667;DRO_B0083;0.208856919;0.062947172;DRO_B0083;-0.774764358;1.12E-08;DRO_B0083;-0.728983438;1.01E-11
DRO_B0084;-0.102706599;0.498022296;DRO_B0084;-0.148166795;0.367949098;DRO_B0084;-0.052249142;0.758272379;DRO_B0084;0.245518276;0.292271165;DRO_B0084;0.400273033;0.001529231;DRO_B0084;-0.633242364;8.49E-07;DRO_B0084;-0.271649596;0.088950329;DRO_B0084;-0.411336929;0.002315393;DRO_B0084;-0.556893148;5.56E-05;DRO_B0084;-0.496909544;2.83E-05
DRO_B0085;-0.499363294;0.000318592;DRO_B0085;-0.001118771;0.994298089;DRO_B0085;-0.041453103;0.807703497;DRO_B0085;0.43188476;0.004155678;DRO_B0085;-0.065186564;0.650421392;DRO_B0085;-0.376744817;0.007359162;DRO_B0085;-0.063761734;0.731040237;DRO_B0085;0.164347331;0.158253702;DRO_B0085;-0.127794938;0.336020352;DRO_B0085;-0.474988262;4.72E-05
DRO_B0086;-0.565407513;0.015042985;DRO_B0086;-0.944269368;0.000344605;DRO_B0086;-1.302581234;7.77E-06;DRO_B0086;-0.488517551;0.099807333;DRO_B0086;-0.225055474;0.31385191;DRO_B0086;-0.443003752;0.061085594;DRO_B0086;0.004590867;0.989370866;DRO_B0086;0.214239519;0.344296819;DRO_B0086;0.602145101;0.003513423;DRO_B0086;0.504435656;0.007639056
DRO_B0087;-0.426452779;0.011338106;DRO_B0087;-0.578402725;0.001879379;DRO_B0087;-0.747707005;0.000205024;DRO_B0087;-0.265153878;0.203402043;DRO_B0087;0.382487446;0.030269865;DRO_B0087;-0.24451433;0.155941796;DRO_B0087;-0.004036925;0.989066275;DRO_B0087;0.492930284;0.001362043;DRO_B0087;0.763821929;4.31E-07;DRO_B0087;1.124286106;2.54E-16
DRO_B0088;0.250531649;0.055634978;DRO_B0088;0.425099455;0.000417686;DRO_B0088;0.68948702;4.14E-08;DRO_B0088;0.723655666;5.21E-05;DRO_B0088;2.006747856;2.07E-52;DRO_B0088;0.473837965;0.000497245;DRO_B0088;0.738583033;0.000118339;DRO_B0088;0.771671696;1.38E-09;DRO_B0088;1.129002355;3.62E-16;DRO_B0088;1.990763703;3.05E-62
DRO_B0090;0.326059801;0.043507797;DRO_B0090;-0.081405193;0.682753867;DRO_B0090;-0.136313608;0.533177041;DRO_B0090;-0.067329169;0.767277851;DRO_B0090;0.637158986;1.54E-05;DRO_B0090;-0.04407928;0.811134266;DRO_B0090;0.016009833;0.941275938;DRO_B0090;-0.093405524;0.557913816;DRO_B0090;0.321736848;0.036905237;DRO_B0090;0.610311922;1.75E-06
DRO_B0091;-0.399349293;0.22095932;DRO_B0091;-1.204118149;0.001313445;DRO_B0091;-1.117527241;0.004652684;DRO_B0091;-1.179776975;0.009586653;DRO_B0091;-0.366464944;0.21040713;DRO_B0091;-0.222608931;0.53614724;DRO_B0091;-0.503401075;0.207011937;DRO_B0091;-0.198785667;0.546824362;DRO_B0091;-0.233652299;0.449467842;DRO_B0091;0.092863947;0.742870075
DRO_B0092;-0.200404285;0.387654592;DRO_B0092;-0.762636723;0.002214648;DRO_B0092;-0.72989797;0.005133838;DRO_B0092;-0.963447168;0.001125409;DRO_B0092;0.06558962;0.745972064;DRO_B0092;-0.064391515;0.791763403;DRO_B0092;-0.164740188;0.534233871;DRO_B0092;-0.186909739;0.398664782;DRO_B0092;-0.14412542;0.503020172;DRO_B0092;0.529757167;0.003609434
DRO_B0093;0.709682819;0.00019627;DRO_B0093;2.577229632;6.06E-44;DRO_B0093;3.327381522;8.41E-60;DRO_B0093;4.25779608;1.55E-84;DRO_B0093;2.50833297;7.02E-45;DRO_B0093;0.342322399;0.021193263;DRO_B0093;1.638293942;1.43E-21;DRO_B0093;2.277255779;1.64E-67;DRO_B0093;2.470331553;4.91E-65;DRO_B0093;1.59686896;8.66E-34
DRO_B0094;0.074859818;0.657230929;DRO_B0094;0.694885585;1.61E-07;DRO_B0094;1.386338226;8.69E-21;DRO_B0094;3.192806609;1.64E-89;DRO_B0094;3.063981508;1.35E-140;DRO_B0094;-0.051125468;0.80434895;DRO_B0094;0.75232758;9.23E-06;DRO_B0094;0.774208959;7.28E-09;DRO_B0094;1.865695567;5.78E-40;DRO_B0094;2.320888697;7.21E-93
DRO_B0095;1.485521999;1.59E-22;DRO_B0095;1.715369645;5.90E-48;DRO_B0095;1.980456727;5.35E-36;DRO_B0095;4.160266878;1.90E-118;DRO_B0095;4.19075496;1.37E-278;DRO_B0095;1.018078211;6.84E-12;DRO_B0095;1.805550285;5.14E-27;DRO_B0095;1.851946858;2.09E-37;DRO_B0095;3.19065297;1.95E-122;DRO_B0095;3.788275251;4.09E-207
DRO_B0096;-0.15836933;0.294238161;DRO_B0096;-0.06773298;0.567798181;DRO_B0096;-0.496075021;7.71E-05;DRO_B0096;-0.671069593;0.000606309;DRO_B0096;-1.234752874;6.64E-27;DRO_B0096;0.503845912;1.02E-06;DRO_B0096;0.387807714;0.05257808;DRO_B0096;0.3869285;0.000361785;DRO_B0096;-0.075514164;0.545202586;DRO_B0096;-1.008393409;5.13E-22
DRO_B0097;-0.742319916;1.93E-08;DRO_B0097;-0.837358726;4.14E-10;DRO_B0097;-1.169227821;4.66E-14;DRO_B0097;-0.610848228;0.000369034;DRO_B0097;0.352839275;0.005683652;DRO_B0097;-0.492836732;0.000272942;DRO_B0097;-0.274006999;0.20531168;DRO_B0097;-0.261454283;0.061886555;DRO_B0097;0.902545753;3.72E-12;DRO_B0097;0.650731271;1.37E-09
DRO_B0098;0.18935705;0.213931892;DRO_B0098;-0.057929454;0.728823102;DRO_B0098;0.060394316;0.730149897;DRO_B0098;-0.073027252;0.704379003;DRO_B0098;1.212772616;3.83E-16;DRO_B0098;-0.203711024;0.176296227;DRO_B0098;0.128368012;0.47614872;DRO_B0098;0.714302708;2.07E-08;DRO_B0098;0.628463706;3.20E-06;DRO_B0098;1.169589132;4.26E-24
DRO_B0099;-0.085030259;0.608355963;DRO_B0099;-0.300049458;0.064402553;DRO_B0099;-0.372003059;0.029230802;DRO_B0099;0.025221337;0.902135937;DRO_B0099;0.741309532;2.49E-06;DRO_B0099;-0.279977544;0.088337647;DRO_B0099;0.166375016;0.332816414;DRO_B0099;0.407656995;0.001389298;DRO_B0099;0.641976727;6.50E-06;DRO_B0099;0.64600636;1.03E-07
DRO_B0100;0.020790766;0.926967848;DRO_B0100;0.072181619;0.693191422;DRO_B0100;-0.163903483;0.418052118;DRO_B0100;-0.396425187;0.112778044;DRO_B0100;0.349341862;0.073127002;DRO_B0100;0.130332057;0.504324799;DRO_B0100;0.141674897;0.54478918;DRO_B0100;0.517019486;0.002120667;DRO_B0100;0.431394416;0.013041578;DRO_B0100;0.452859087;0.002008996
DRO_B0101;0.370885141;0.041209283;DRO_B0101;1.550360401;3.21E-29;DRO_B0101;1.433650253;3.86E-18;DRO_B0101;0.782986038;9.02E-05;DRO_B0101;0.955066274;2.02E-07;DRO_B0101;0.064071306;0.732367973;DRO_B0101;0.759230738;5.05E-05;DRO_B0101;0.827821061;1.66E-08;DRO_B0101;0.62997057;4.61E-05;DRO_B0101;0.646320482;1.44E-06
DRO_B0102;0.143853481;0.353625865;DRO_B0102;0.515286896;0.000470474;DRO_B0102;0.110222692;0.522072942;DRO_B0102;-0.845570143;0.000248028;DRO_B0102;-0.135188381;0.475454077;DRO_B0102;0.17605838;0.230625112;DRO_B0102;0.998395087;1.12E-10;DRO_B0102;1.094693277;1.48E-16;DRO_B0102;-0.028308999;0.878701775;DRO_B0102;0.627833861;3.20E-06
DRO_B0103;-0.233196768;0.224226459;DRO_B0103;0.035456204;0.88258281;DRO_B0103;-0.063059982;0.784121995;DRO_B0103;-1.158583745;3.89E-06;DRO_B0103;-0.254193262;0.187176806;DRO_B0103;-0.286423516;0.133243974;DRO_B0103;0.294293419;0.193284671;DRO_B0103;0.66264348;4.45E-05;DRO_B0103;-0.300998018;0.089560309;DRO_B0103;-0.143494727;0.348214764
DRO_B0104;-0.136105137;0.389463728;DRO_B0104;-0.121014267;0.421129567;DRO_B0104;-0.050170951;0.779835155;DRO_B0104;-1.163458565;1.95E-09;DRO_B0104;-0.60561809;2.74E-05;DRO_B0104;-0.292711296;0.017123676;DRO_B0104;0.415750461;0.004717318;DRO_B0104;0.535983284;1.96E-06;DRO_B0104;-0.793824495;2.84E-09;DRO_B0104;-0.787061831;8.33E-09
DRO_B0105;-0.093697822;0.611999205;DRO_B0105;-0.740823026;1.12E-07;DRO_B0105;-0.651533789;0.000104131;DRO_B0105;-0.645087065;0.000380744;DRO_B0105;0.741599006;2.73E-08;DRO_B0105;-0.544471901;0.00014603;DRO_B0105;-0.327685431;0.148577078;DRO_B0105;0.100368504;0.457697007;DRO_B0105;0.098521975;0.540130596;DRO_B0105;0.185362735;0.129650762
DRO_B0106;-0.08885378;0.875138166;DRO_B0106;-0.399956116;0.567534829;DRO_B0106;-0.168241695;0.808135793;DRO_B0106;-0.012898613;0.987216426;DRO_B0106;1.495811196;0.000827838;DRO_B0106;0.116167774;0.862647829;DRO_B0106;-0.131032473;0.875462282;DRO_B0106;0.860150421;0.19463672;DRO_B0106;1.434890225;0.019232098;DRO_B0106;1.338254893;0.036971377
DRO_B0107;-0.530921532;0.245491193;DRO_B0107;-0.838769128;0.128413984;DRO_B0107;-0.530021882;0.355120302;DRO_B0107;0.114661334;0.852195002;DRO_B0107;0.801519765;0.034985851;DRO_B0107;-0.664322752;0.209775513;DRO_B0107;-0.41877468;0.515680295;DRO_B0107;-0.458690008;0.454751161;DRO_B0107;0.292253375;0.577354894;DRO_B0107;0.840646099;0.066632586
DRO_B0110;0.262345105;0.016996251;DRO_B0110;0.411087191;0.000113989;DRO_B0110;0.805780523;3.90E-09;DRO_B0110;0.904340627;6.76E-12;DRO_B0110;1.722875744;3.71E-54;DRO_B0110;0.604552447;3.98E-08;DRO_B0110;0.554219057;1.74E-05;DRO_B0110;0.583958724;5.97E-10;DRO_B0110;1.260806252;1.27E-32;DRO_B0110;1.629707105;2.56E-76
DRO_B0111;-0.278925628;0.083642985;DRO_B0111;-0.663551198;8.94E-06;DRO_B0111;-0.083804314;0.666155368;DRO_B0111;-0.7631106;6.34E-05;DRO_B0111;-3.036077352;1.04E-77;DRO_B0111;0.381337552;0.022383965;DRO_B0111;0.504747005;0.021841823;DRO_B0111;1.049416303;1.37E-12;DRO_B0111;-0.630290895;0.000118247;DRO_B0111;-2.456118118;5.32E-60
DRO_B0112;0.008671663;0.982989956;DRO_B0112;-0.63548258;0.124985378;DRO_B0112;0.49344039;0.145204214;DRO_B0112;-0.58407103;0.211852575;DRO_B0112;-1.910993159;1.13E-06;DRO_B0112;0.049660698;0.918270265;DRO_B0112;0.587710918;0.262280409;DRO_B0112;1.011696963;0.006474094;DRO_B0112;-0.53379354;0.212952421;DRO_B0112;-1.110684235;0.023587596
DRO_B0113;-0.381810058;0.079899396;DRO_B0113;-1.27197666;2.23E-15;DRO_B0113;-0.765936748;0.002166281;DRO_B0113;-1.444897343;7.46E-13;DRO_B0113;-3.140628629;6.83E-72;DRO_B0113;0.266391979;0.112626754;DRO_B0113;0.132065737;0.549802803;DRO_B0113;0.082783418;0.593708922;DRO_B0113;-1.680123233;8.96E-33;DRO_B0113;-2.843535303;5.98E-89
DRO_B0114;-0.811089225;2.83E-05;DRO_B0114;-1.51480385;2.01E-23;DRO_B0114;-1.316567895;1.74E-11;DRO_B0114;-2.27161012;3.49E-34;DRO_B0114;-3.49476372;1.77E-90;DRO_B0114;-0.038506729;0.880848529;DRO_B0114;0.218749753;0.488695443;DRO_B0114;-0.127362367;0.497140431;DRO_B0114;-2.041685343;4.23E-34;DRO_B0114;-3.329310046;1.38E-93
DRO_B0115;-0.94741972;1.99E-06;DRO_B0115;-1.491506153;3.28E-24;DRO_B0115;-1.4172742;3.76E-14;DRO_B0115;-2.518141204;1.55E-37;DRO_B0115;-3.531171069;3.57E-86;DRO_B0115;-0.162688074;0.465094387;DRO_B0115;0.21497871;0.425928095;DRO_B0115;-0.114284231;0.48937269;DRO_B0115;-2.205991924;1.18E-39;DRO_B0115;-3.165213509;6.90E-93
DRO_B0116;-0.784973345;0.000231504;DRO_B0116;-1.114535818;2.36E-07;DRO_B0116;-1.376974378;1.74E-08;DRO_B0116;-1.859892099;2.39E-09;DRO_B0116;-2.322472916;1.21E-21;DRO_B0116;0.170227373;0.56901198;DRO_B0116;0.743157511;0.0175822;DRO_B0116;0.371685316;0.090578896;DRO_B0116;-1.142201776;2.55E-07;DRO_B0116;-1.02003691;5.87E-06
DRO_B0117;-1.00915982;4.94E-10;DRO_B0117;-1.87571573;1.70E-36;DRO_B0117;-2.011265598;2.77E-35;DRO_B0117;-2.701943773;2.27E-39;DRO_B0117;-2.523385729;4.48E-48;DRO_B0117;0.214209433;0.280608984;DRO_B0117;-0.020088239;0.939444252;DRO_B0117;-0.79015577;1.30E-08;DRO_B0117;-2.101308558;1.17E-50;DRO_B0117;-1.86456175;6.88E-40
DRO_B0118;1.224255244;6.23E-23;DRO_B0118;2.267181212;1.59E-158;DRO_B0118;1.908074169;1.28E-62;DRO_B0118;1.954202391;1.24E-32;DRO_B0118;1.366630401;2.62E-37;DRO_B0118;1.398220042;3.55E-28;DRO_B0118;2.246150643;2.77E-57;DRO_B0118;2.106028768;7.53E-75;DRO_B0118;2.747746312;1.25E-82;DRO_B0118;0.936435593;4.79E-14
DRO_B0119;-0.4147151;0.107547064;DRO_B0119;-0.740156916;0.004579501;DRO_B0119;0.088272759;0.741229759;DRO_B0119;1.296433141;3.74E-07;DRO_B0119;0.895236006;9.42E-06;DRO_B0119;0.528427829;0.014889427;DRO_B0119;-0.15749629;0.659890589;DRO_B0119;0.453107396;0.052853559;DRO_B0119;1.95876144;1.23E-25;DRO_B0119;0.601326726;0.002062125
DRO_B0122;1.021810893;7.46E-15;DRO_B0122;1.279443451;1.21E-32;DRO_B0122;1.788366553;1.95E-32;DRO_B0122;2.146664992;1.31E-63;DRO_B0122;1.816663798;9.33E-42;DRO_B0122;0.773342347;1.95E-11;DRO_B0122;1.28570297;3.92E-19;DRO_B0122;2.206306412;5.16E-94;DRO_B0122;2.59749034;6.41E-77;DRO_B0122;2.247087806;1.23E-52
DRO_B0123;-0.688237608;0.000301041;DRO_B0123;-0.162681938;0.422105111;DRO_B0123;-0.530488944;0.025346278;DRO_B0123;-0.891873769;0.00087483;DRO_B0123;0.506858708;0.00177282;DRO_B0123;-0.099518548;0.706994311;DRO_B0123;0.215806476;0.401015575;DRO_B0123;-0.575870056;0.014935693;DRO_B0123;-0.844529226;0.000239199;DRO_B0123;0.691861326;0.000392767
